r,r_dB,eta,M,gamma,sigma,var_exact,rate_per_mode,shots_resolve,fit_slope,fit_R2
0.7,6.08,0.1,16,0.10814789526348335,1.0,0.003649792798764189,0.31167962925948667,3.28481351888777,-0.2608158735992681,0.9839249161788276
0.7,6.08,0.1,32,0.10814789526348335,1.0,3.651307770461466e-05,0.31167962925948667,0.03286176993415319,-0.2608158735992681,0.9839249161788276
0.7,6.08,0.1,50,0.10814789526348335,1.0,1.5496647577728348e-07,0.31167962925948667,0.0001394698281995551,-0.2608158735992681,0.9839249161788276
1.0,8.686,1.0,1,7.3890560989306495,1.0,0.09625208264967344,2.0481084773623888,86.62687438470608,-2.0454509119930204,0.9999933448888637
1.0,8.686,1.0,2,7.3890560989306495,1.0,0.015564461830640237,2.0481084773623888,14.008015647576212,-2.0454509119930204,0.9999933448888637
1.0,8.686,1.0,4,7.3890560989306495,1.0,0.0002755924051006384,2.0481084773623888,0.24803316459057448,-2.0454509119930204,0.9999933448888637
1.0,8.686,1.0,8,7.3890560989306495,1.0,7.658343778299828e-08,2.0481084773623888,6.892509400469844e-05,-2.0454509119930204,0.9999933448888637
1.0,8.686,1.0,16,7.3890560989306495,1.0,5.86522448548089e-15,2.0481084773623888,5.2787020369328e-12,-2.0454509119930204,0.9999933448888637
1.0,8.686,1.0,32,7.3890560989306495,1.0,3.440085828539502e-29,2.0481084773623888,3.096077245685551e-26,-2.0454509119930204,0.9999933448888637
1.0,8.686,1.0,50,7.3890560989306495,1.0,3.3565219925849054e-45,2.0481084773623888,3.0208697933264145e-42,-2.0454509119930204,0.9999933448888637
1.0,8.686,0.9,1,4.057677543413555,1.0,0.11483734373025871,1.7551965718851825,103.35360935723281,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.9,2,4.057677543413555,1.0,0.026516995740549984,1.7551965718851825,23.865296166494982,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.9,4,4.057677543413555,1.0,0.0008817784148030646,1.7551965718851825,0.7936005733227579,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.9,8,4.057677543413555,1.0,7.975399321983029e-07,1.7551965718851825,0.0007177859389784725,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.9,16,4.057677543413555,1.0,6.362752283542583e-13,1.7551965718851825,5.726477055188324e-10,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.9,32,4.057677543413555,1.0,4.048461872950099e-25,1.7551965718851825,3.6436156856550882e-22,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.9,50,4.057677543413555,1.0,7.698226922271934e-39,1.7551965718851825,6.928404230044739e-36,-1.7512561902091264,0.9999827149057544
1.0,8.686,0.7,1,1.7733429644660952,1.0,0.13304861256213174,1.3602114616828276,119.74375130591854,-1.3531697081294158,0.9999288212067617
1.0,8.686,0.7,2,1.7733429644660952,1.0,0.05058034662828424,1.3602114616828276,45.52231196545581,-1.3531697081294158,0.9999288212067617
1.0,8.686,0.7,4,1.7733429644660952,1.0,0.0041027466225614295,1.3602114616828276,3.692471960305286,-1.3531697081294158,0.9999288212067617
1.0,8.686,0.7,8,1.7733429644660952,1.0,1.8744964978057298e-05,1.3602114616828276,0.016870468480251564,-1.3531697081294158,0.9999288212067617
